;FECHA_CORTE;REGION;PROVINCIA;DISTRITO;UBIGEO;COD_UNIDAD_EJECUTORA;UNIDAD_EJECUTORA;AMBITO_INEI;CODIGO_IPRESS;IPRESS;VRAEM;NACIONAL_EXTRANJERO;PAIS_EXTRANJERO;DOCUMENTO_IDENTIDAD;EDAD;SEXO;REGIMEN_FINANCIAMIENTO;PLAN_DE_SEGURO;COBERTURA_FINANCIERA;TOTAL_AFILIADOS;
3511;30/04/2023;UCAYALI;CORONEL PORTILLO;YARINACOCHA;250105;950;REGION UCAYALI - SALUD ;URBANA;5569;CLAS TUPAC AMARU;NO;NACIONAL;;D.N.I.;65;MASCULINO;SEMICONTRIBUTIVO;SIS EMPRENDEDOR;PEAS + PC;1;
3512;30/04/2023;AMAZONAS;CONDORCANQUI;NIEVA;10401;1664;GOB. REG. DPTO. DE AMAZONAS - SALUD CONDORCANQUI;RURAL;23136;NUEVA UNIDA;NO;NACIONAL;;D.N.I.;6;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;2;
3513;30/04/2023;LIMA METROPOLITANA;LIMA;LIMA;150101;1684;DIRECCION DE REDES INTEGRADAS DE SALUD LIMA NORTE;URBANA;5746;LOS LIBERTADORES;NO;NACIONAL;;D.N.I.;41;FEMENINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;1;
3514;30/04/2023;JUNÍN;CHANCHAMAYO;SAN RAMÓN;120305;891;REGION PASCO - SALUD UTES OXAPAMPA;URBANA;1188;PAMPA ENCANTADA;NO;NACIONAL;;D.N.I.;17;MASCULINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;1;
3515;30/04/2023;CAJAMARCA;CUTERVO;SAN ANDRÉS DE CUTERVO;60608;1712;GOB. REG. CAJAMARCA - SALUD CAJAMARCA - CAJAMARCA;RURAL;4655;SIMON BOLIVAR;NO;NACIONAL;;D.N.I.;29;FEMENINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;1;
3516;30/04/2023;LIMA METROPOLITANA;LIMA;SANTA ANITA;150137;1683;DIRECCION DE REDES INTEGRADAS DE SALUD LIMA CENTRO;URBANA;6172;JARDIN ROSA DE SANTA MARIA;NO;NACIONAL;;D.N.I.;43;MASCULINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;1;
3517;30/04/2023;ÁNCASH;HUARAZ;TARICA;20112;740;REGION ANCASH - SALUD RECUAY CARHUAZ;RURAL;1579;PUESTO DE SALUD PALTAY;NO;NACIONAL;;D.N.I.;54;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;3;
3518;30/04/2023;AYACUCHO;HUANTA;SIVIA;50407;1490;GOB. REG. DE AYACUCHO - RED DE SALUD SAN FRANCISCO;RURAL;3778;CHUVIVANA;SI;NACIONAL;;D.N.I.;22;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;6;
3519;30/04/2023;HUÁNUCO;DOS DE MAYO;PACHAS;100313;1455;GOB. REG. HUANUCO - SALUD DOS DE MAYO;RURAL;17902;BELLAVISTA;NO;NACIONAL;;D.N.I.;66;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
3520;30/04/2023;PUNO;EL COLLAO;ILAVE;210501;968;REGION PUNO - SALUD COLLAO;RURAL;2997;KANKORA;NO;NACIONAL;;D.N.I.;68;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;3;
3521;30/04/2023;HUANCAVELICA;HUAYTARÁ;TAMBO;90616;1302;REGION HUANCAVELICA - GERENCIA SUB REGIONAL HUAYTARA;RURAL;4048;SANTA ROSA DE TAMBO;NO;NACIONAL;;D.N.I.;62;MASCULINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;1;
3522;30/04/2023;LIMA METROPOLITANA;LIMA;ATE;150103;1686;DIRECCION DE REDES INTEGRADAS DE SALUD LIMA ESTE;URBANA;5851;FORTALEZA;NO;EXTRANJERO;VENEZUELA;NO CUENTA CON DOCUMENTO DE IDENTIDAD;19;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;6;
3523;30/04/2023;LAMBAYEQUE;LAMBAYEQUE;TUCUME;140312;860;REGION LAMBAYEQUE - SALUD ;RURAL;4393;LA RAYA;NO;NACIONAL;;D.N.I.;18;MASCULINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;1;
3524;30/04/2023;LIMA METROPOLITANA;LIMA;LOS OLIVOS;150117;1684;DIRECCION DE REDES INTEGRADAS DE SALUD LIMA NORTE;URBANA;7735;CENTRO DE SALUD JUAN PABLO II;NO;NACIONAL;;D.N.I.;59;MASCULINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;1;
3525;30/04/2023;UCAYALI;CORONEL PORTILLO;MANANTAY;250107;1247;REGION HUANUCO - RED DE SALUD HUANUCO;URBANA;757;POTRACANCHA;NO;NACIONAL;;D.N.I.;28;MASCULINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;1;
3526;30/04/2023;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;180101;884;REGION MOQUEGUA - SALUD ;URBANA;2827;P.S. LOS ANGELES;NO;NACIONAL;;D.N.I.;69;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;5;
3527;30/04/2023;PUNO;SAN ANTONIO DE PUTINA;ANANEA;211002;917;REGION PUNO - SALUD SAN ROMAN;RURAL;3309;MARIANO MELGAR;NO;NACIONAL;;D.N.I.;30;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
3528;30/04/2023;TACNA;TACNA;CORONEL GREGORIO ALBARRACÍN LANCHIPA;230110;1223;REGION ICA - RED DE SALUD ICA;URBANA;3374;OCUCAJE;NO;NACIONAL;;D.N.I.;13;MASCULINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;1;
3529;30/04/2023;AREQUIPA;AREQUIPA;CERRO COLORADO;40104;1222;REGION AREQUIPA - SALUD RED PERIFERICA AREQUIPA;URBANA;1237;CENTRO DE SALUD MARITZA CAMPOS DIAZ - ZAMACOLA;NO;NACIONAL;;D.N.I.;86;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
3530;30/04/2023;CAJAMARCA;CUTERVO;PIMPINGOS;60606;787;REGION CAJAMARCA - SALUD CUTERVO;RURAL;5015;PANAMA;NO;NACIONAL;;D.N.I.;5;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;2;
3531;30/04/2023;HUÁNUCO;HUAMALÍES;MONZÓN;100507;1110;REGION HUANUCO - SALUD LEONCIO PRADO;RURAL;971;PUESTO DE SALUD CAUNARAPA;NO;NACIONAL;;D.N.I.;10;MASCULINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;1;
3532;30/04/2023;AYACUCHO;LA MAR;AYNA;50503;1490;GOB. REG. DE AYACUCHO - RED DE SALUD SAN FRANCISCO;RURAL;3754;HOSPITAL DE APOYO SAN FRANCISCO;SI;NACIONAL;;D.N.I.;60;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;5;
3533;30/04/2023;AYACUCHO;LUCANAS;LEONCIO PRADO;50609;1025;REGION AYACUCHO - SALUD SUR AYACUCHO;RURAL;3739;PUESTO DE SALUD UCHUYMARCA;NO;NACIONAL;;D.N.I.;60;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;3;
3534;30/04/2023;LORETO;PUTUMAYO;TENIENTE MANUEL CLAVERO;160803;870;REGION LORETO - SALUD LORETO ;RURAL;88;PUESTO DE SALUD I-2 SOPLIN VARGAS;NO;NACIONAL;;D.N.I.;51;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;2;
3535;30/04/2023;JUNÍN;CHANCHAMAYO;PICHANAQUI;120303;1612;GOB. REG. DE JUNIN - RED DE SALUD PICHANAKI;RURAL;347;CONDADO PICHIKIARI;NO;NACIONAL;;D.N.I.;74;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;2;
3536;30/04/2023;LORETO;DATEM DEL MARAÑÓN;MANSERICHE;160703;1391;GOB. REG. LORETO - RED DE SALUD DATEM DEL MARAÑON;RURAL;249;SACHA PAPA;NO;NACIONAL;;D.N.I.;48;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;2;
3537;30/04/2023;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;180101;1222;REGION AREQUIPA - SALUD RED PERIFERICA AREQUIPA;URBANA;1246;DEAN VALDIVIA;NO;NACIONAL;;D.N.I.;64;MASCULINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;1;
3538;30/04/2023;AMAZONAS;CHACHAPOYAS;LA JALCA;10109;725;REGION AMAZONAS - SALUD;RURAL;4951;NUEVA ESPERANZA;NO;NACIONAL;;D.N.I.;62;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;2;
3539;30/04/2023;PASCO;OXAPAMPA;OXAPAMPA;190301;891;REGION PASCO - SALUD UTES OXAPAMPA;URBANA;1085;CHURUMAZU;NO;NACIONAL;;D.N.I.;21;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
3540;30/04/2023;PIURA;PIURA;PIURA;200101;899;REGION PIURA - SALUD ;URBANA;2091;E.S. SAN JOSE;NO;NACIONAL;;D.N.I.;42;MASCULINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;1;
3541;30/04/2023;LIMA METROPOLITANA;LIMA;SAN JUAN DE MIRAFLORES;150133;870;REGION LORETO - SALUD LORETO ;URBANA;275;ACLAS BELEN DE VILLA BELEN;NO;NACIONAL;;D.N.I.;22;FEMENINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;1;
3542;30/04/2023;ÁNCASH;HUARAZ;HUANCHAY;20104;1421;REGION ANCASH - RED DE SALUD PACIFICO SUR;RURAL;1748;PUESTO DE SALUD HUANCHAY HZ;NO;NACIONAL;;D.N.I.;62;MASCULINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;1;
3543;30/04/2023;LA LIBERTAD;TRUJILLO;HUANCHACO;130104;854;REGION LA LIBERTAD - SALUD TRUJILLO ESTE;URBANA;20157;1° DE MAYO- SECTOR 10 EL MILAGRO;NO;NACIONAL;;D.N.I.;33;MASCULINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;2;
3544;30/04/2023;LIMA METROPOLITANA;LIMA;VILLA EL SALVADOR;150142;1685;DIRECCION DE REDES INTEGRADAS DE SALUD LIMA SUR;URBANA;6127;PUESTO DE SALUD PACHACAMAC;NO;EXTRANJERO;VENEZUELA;CARNÉ DE EXTRANJERíA;14;MASCULINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;1;
3545;30/04/2023;ICA;ICA;LOS AQUIJES;110103;1223;REGION ICA - RED DE SALUD ICA;URBANA;3369;LOS AQUIJES;NO;NACIONAL;;D.N.I.;23;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;7;
3546;30/04/2023;JUNÍN;HUANCAYO;EL TAMBO;120114;1224;REGION JUNIN - RED DE SALUD DEL VALLE DEL MANTARO;URBANA;622;HUAYUCACHI;NO;NACIONAL;;D.N.I.;15;MASCULINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;1;
3547;30/04/2023;LORETO;MAYNAS;TORRES CAUSANA;160110;870;REGION LORETO - SALUD LORETO ;RURAL;6794;P.S.  I-2 LOS DELFINES;NO;NACIONAL;;D.N.I.;6;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
3548;30/04/2023;LIMA METROPOLITANA;LIMA;COMAS;150110;829;REGION JUNIN - SALUD SATIPO;URBANA;495;RIO NEGRO;NO;NACIONAL;;D.N.I.;6;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
3549;30/04/2023;LIMA METROPOLITANA;LIMA;VILLA EL SALVADOR;150142;1421;REGION ANCASH - RED DE SALUD PACIFICO SUR;URBANA;1719;HOSPITAL DE APOYO CASMA;NO;NACIONAL;;D.N.I.;5;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
3550;30/04/2023;CAJAMARCA;CHOTA;PION;60414;786;REGION CAJAMARCA - SALUD CHOTA;RURAL;7089;LOS LIMONES;NO;NACIONAL;;D.N.I.;34;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;3;
3551;30/04/2023;CALLAO;PROV. CONST. DEL CALLAO;VENTANILLA;70106;1292;REGION LIMA - HOSPITAL HUARAL Y SERVICIOS BASICOS DE SALUD;URBANA;5726;AUCALLAMA;NO;NACIONAL;;D.N.I.;35;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
3552;30/04/2023;AMAZONAS;UTCUBAMBA;CAJARURO;10702;1350;GOB. REG. AMAZONAS - SALUD UTCUBAMBA;RURAL;5092;CAJARURO;NO;NACIONAL;;D.N.I.;21;FEMENINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;2;
3553;30/04/2023;CUSCO;CANAS;CHECCA;80502;1129;REGION CUSCO - SALUD CANAS CANCHIS ESPINAR;RURAL;2410;YAURI;NO;NACIONAL;;D.N.I.;27;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
3554;30/04/2023;LIMA METROPOLITANA;LIMA;SAN MARTÍN DE PORRES;150135;1684;DIRECCION DE REDES INTEGRADAS DE SALUD LIMA NORTE;URBANA;5804;VIRGEN DEL PILAR DE NARANJAL;NO;NACIONAL;;D.N.I.;55;FEMENINO;SEMICONTRIBUTIVO;SIS EMPRENDEDOR;PEAS + PC;3;
3555;30/04/2023;PASCO;OXAPAMPA;OXAPAMPA;190301;891;REGION PASCO - SALUD UTES OXAPAMPA;URBANA;1073;CENTRO DE SALUD HUANCABAMBA;NO;NACIONAL;;D.N.I.;17;MASCULINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;1;
3556;30/04/2023;SAN MARTÍN;HUALLAGA;SAPOSOA;220401;1059;REGION SAN MARTIN - SALUD HUALLAGA CENTRAL;URBANA;6919;HOSPITAL II-E JUANJUI - MC LUIS IZQUIERDO VÁSQUEZ;NO;NACIONAL;;D.N.I.;38;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
3557;30/04/2023;LORETO;DATEM DEL MARAÑÓN;MORONA;160704;1391;GOB. REG. LORETO - RED DE SALUD DATEM DEL MARAÑON;RURAL;11691;INCA ROCA;NO;NACIONAL;;D.N.I.;38;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
3558;30/04/2023;CUSCO;CUSCO;SAN JERÓNIMO;80104;1322;REG. CUSCO - RED DE SERVICIOS DE SALUD CUSCO SUR;URBANA;7699;CONCHACALLE;NO;NACIONAL;;D.N.I.;67;MASCULINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;1;
3559;30/04/2023;LIMA PROVINCIAS;HUAROCHIRÍ;LANGA;150711;1404;REGION LIMA - RED DE SALUD HUAROCHIRI;URBANA;5913;ESCOMARCA;NO;NACIONAL;;D.N.I.;61;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
3560;30/04/2023;AYACUCHO;HUANCA SANCOS;SACSAMARCA;50303;1045;REGION AYACUCHO - SALUD CENTRO AYACUCHO;RURAL;3642;PUESTO DE SALUD PALLCA;NO;NACIONAL;;D.N.I.;31;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;2;
3561;30/04/2023;PIURA;SULLANA;MIGUEL CHECA;200606;900;REGION PIURA - SALUD LUCIANO CASTILLO COLONNA;URBANA;2049;CENTRO DE SALUD TAMARINDO;NO;NACIONAL;;D.N.I.;21;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
3562;30/04/2023;CAJAMARCA;CAJAMARCA;CAJAMARCA;60101;1712;GOB. REG. CAJAMARCA - SALUD CAJAMARCA - CAJAMARCA;URBANA;4646;JESUS;NO;NACIONAL;;D.N.I.;38;FEMENINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;1;
3563;30/04/2023;APURÍMAC;CHINCHEROS;HUACCANA;30604;1497;GOB. REG. APURIMAC - RED DE SALUD VIRGEN DE COCHARCAS;RURAL;4146;AHUAYRO;SI;NACIONAL;;D.N.I.;58;MASCULINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;1;
3564;30/04/2023;LIMA METROPOLITANA;LIMA;SAN JUAN DE MIRAFLORES;150133;1685;DIRECCION DE REDES INTEGRADAS DE SALUD LIMA SUR;URBANA;6123;PUESTO DE SALUD HÉROES DEL PACIFICO;NO;NACIONAL;;D.N.I.;89;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
3565;30/04/2023;PIURA;HUANCABAMBA;SONDOR;200307;1026;REGION PIURA - SALUD MORROPON- CHULUCANAS;RURAL;2264;E.S I.2 MANCUCUR;NO;NACIONAL;;D.N.I.;66;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;2;
3566;30/04/2023;HUANCAVELICA;ACOBAMBA;ANTA;90203;1646;GOB. REG. HUANCAVELICA - RED DE SALUD ACOBAMBA;RURAL;11230;PUESTO DE SALUD RAYANNIYOCC;NO;NACIONAL;;D.N.I.;48;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
3567;30/04/2023;LAMBAYEQUE;LAMBAYEQUE;MORROPE;140306;860;REGION LAMBAYEQUE - SALUD ;RURAL;4437;HUACA DE BARRO;NO;NACIONAL;;D.N.I.;62;FEMENINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;1;
3568;30/04/2023;AREQUIPA;AREQUIPA;UCHUMAYO;40124;768;REGION AREQUIPA - SALUD CAMANA;RURAL;1350;CHALA;NO;NACIONAL;;D.N.I.;41;FEMENINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;1;
3569;30/04/2023;LIMA METROPOLITANA;LIMA;COMAS;150110;1686;DIRECCION DE REDES INTEGRADAS DE SALUD LIMA ESTE;URBANA;5854;HUASCAR;NO;NACIONAL;;D.N.I.;60;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
3570;30/04/2023;CAJAMARCA;CAJABAMBA;CONDEBAMBA;60203;1712;GOB. REG. CAJAMARCA - SALUD CAJAMARCA - CAJAMARCA;RURAL;4642;PATA PATA;NO;NACIONAL;;D.N.I.;7;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
3571;30/04/2023;CAJAMARCA;CUTERVO;CALLAYUC;60602;787;REGION CAJAMARCA - SALUD CUTERVO;RURAL;4963;SANTA CLARA;NO;NACIONAL;;D.N.I.;63;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;3;
3572;30/04/2023;AREQUIPA;AREQUIPA;PAUCARPATA;40112;1222;REGION AREQUIPA - SALUD RED PERIFERICA AREQUIPA;URBANA;1311;PUESTO DE SALUD ALTO JESUS;NO;NACIONAL;;D.N.I.;43;FEMENINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;1;
3573;30/04/2023;LAMBAYEQUE;LAMBAYEQUE;MOCHUMI;140305;860;REGION LAMBAYEQUE - SALUD ;RURAL;4382;PUNTO CUATRO;NO;NACIONAL;;D.N.I.;61;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;2;
3574;30/04/2023;LIMA METROPOLITANA;LIMA;SAN JUAN DE MIRAFLORES;150133;1685;DIRECCION DE REDES INTEGRADAS DE SALUD LIMA SUR;URBANA;6113;PUESTO DE SALUD EL BRILLANTE;NO;NACIONAL;;D.N.I.;62;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;2;
3575;30/04/2023;LIMA METROPOLITANA;LIMA;SAN MARTÍN DE PORRES;150135;860;REGION LAMBAYEQUE - SALUD ;URBANA;4349;MONSEFU;NO;NACIONAL;;D.N.I.;28;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
3576;30/04/2023;SAN MARTÍN;SAN MARTÍN;TARAPOTO;220901;930;REGION SAN MARTIN - SALUD ;URBANA;6369;SAN JOSE KM.34;NO;NACIONAL;;D.N.I.;13;MASCULINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;1;
3577;30/04/2023;LAMBAYEQUE;CHICLAYO;PIMENTEL;140112;860;REGION LAMBAYEQUE - SALUD ;URBANA;4319;SAN ANTONIO;NO;NACIONAL;;D.N.I.;29;FEMENINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;1;
3578;30/04/2023;LAMBAYEQUE;LAMBAYEQUE;SALAS;140310;860;REGION LAMBAYEQUE - SALUD ;RURAL;6682;HUMEDADES;NO;NACIONAL;;D.N.I.;57;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
3579;30/04/2023;HUANCAVELICA;ANGARAES;LIRCAY;90301;1647;GOB. REG. HUANCAVELICA - RED DE SALUD ANGARAES;RURAL;3946;PIRCAPAHUANA;NO;NACIONAL;;D.N.I.;63;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
3580;30/04/2023;ÁNCASH;PALLASCA;HUACASCHUQUE;21504;1684;DIRECCION DE REDES INTEGRADAS DE SALUD LIMA NORTE;RURAL;5802;CENTRO DE SALUD LOS OLIVOS;NO;NACIONAL;;D.N.I.;28;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
3581;30/04/2023;AREQUIPA;CONDESUYOS;RÍO GRANDE;40606;768;REGION AREQUIPA - SALUD CAMANA;URBANA;1380;IQUIPI;NO;NACIONAL;;D.N.I.;45;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;7;
3582;30/04/2023;PUNO;EL COLLAO;ILAVE;210501;1622;GOB. REG. DE TACNA - RED DE SALUD TACNA;RURAL;2916;PUESTO DE SALUD LAS YARAS;NO;NACIONAL;;D.N.I.;36;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
3583;30/04/2023;JUNÍN;HUANCAYO;SANTO DOMINGO DE ACOBAMBA;120135;1224;REGION JUNIN - RED DE SALUD DEL VALLE DEL MANTARO;RURAL;744;YUNCACHAQUICOCHA;SI;NACIONAL;;D.N.I.;80;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
3584;30/04/2023;TUMBES;TUMBES;CORRALES;240102;940;REGION TUMBES - SALUD ;URBANA;1868;MALVAL;NO;NACIONAL;;D.N.I.;81;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
3585;30/04/2023;ICA;ICA;ICA;110101;1223;REGION ICA - RED DE SALUD ICA;URBANA;3381;FONAVI IV;NO;NACIONAL;;D.N.I.;17;MASCULINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;1;
3586;30/04/2023;PIURA;SULLANA;SULLANA;200601;900;REGION PIURA - SALUD LUCIANO CASTILLO COLONNA;URBANA;2007;PUESTO DE SALUD SAN VICENTE-PIEDRA RODADA;NO;NACIONAL;;D.N.I.;22;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
3587;30/04/2023;AMAZONAS;UTCUBAMBA;EL MILAGRO;10704;1350;GOB. REG. AMAZONAS - SALUD UTCUBAMBA;RURAL;5066;EL MILAGRO;NO;EXTRANJERO;REPUBLICA DOMINICANA;CARNÉ DE EXTRANJERíA;46;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
3588;30/04/2023;CAJAMARCA;CHOTA;CHOTA;60401;786;REGION CAJAMARCA - SALUD CHOTA;RURAL;4677;SAN ANTONIO DE IRACA;NO;NACIONAL;;D.N.I.;97;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
3589;30/04/2023;LIMA METROPOLITANA;LIMA;LIMA;150101;1316;REGION CALLAO - DIRECCION DE SALUD I CALLAO;URBANA;6245;P.S. BOCANEGRA;NO;NACIONAL;;D.N.I.;29;MASCULINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;1;
3590;30/04/2023;CUSCO;CALCA;YANATILE;80408;879;REGION MADRE DE DIOS - SALUD ;RURAL;2729;MAZUKO;NO;NACIONAL;;D.N.I.;27;FEMENINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;1;
3591;30/04/2023;LIMA METROPOLITANA;LIMA;SANTIAGO DE SURCO;150140;1683;DIRECCION DE REDES INTEGRADAS DE SALUD LIMA CENTRO;URBANA;6201;JESUS MARIA;NO;NACIONAL;;D.N.I.;40;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
3592;30/04/2023;LIMA METROPOLITANA;LIMA;SAN JUAN DE LURIGANCHO;150132;1316;REGION CALLAO - DIRECCION DE SALUD I CALLAO;URBANA;6245;P.S. BOCANEGRA;NO;NACIONAL;;D.N.I.;43;FEMENINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;1;
3593;30/04/2023;PASCO;OXAPAMPA;PALCAZU;190304;891;REGION PASCO - SALUD UTES OXAPAMPA;RURAL;1137;ALTO ISCOZACIN;NO;NACIONAL;;D.N.I.;75;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
3594;30/04/2023;AMAZONAS;LUYA;LUYA VIEJO;10510;725;REGION AMAZONAS - SALUD;URBANA;4851;LUYA VIEJO;NO;NACIONAL;;D.N.I.;10;MASCULINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;1;
3595;30/04/2023;APURÍMAC;AYMARAES;CHALHUANCA;30401;1502;REGION APURIMAC - RED DE SALUD AYMARES;URBANA;7442;PINCAHUACHO;NO;NACIONAL;;D.N.I.;43;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
3596;30/04/2023;ICA;PALPA;LLIPATA;110402;1457;GOB. REG. ICA - HOSPITAL DE APOYO DE PALPA;RURAL;3464;LLIPATA;NO;NACIONAL;;D.N.I.;48;MASCULINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;1;
3597;30/04/2023;JUNÍN;SATIPO;PANGOA;120606;1613;GOB. REG. DE JUNIN - RED DE SALUD SAN MARTIN DE PANGOA;RURAL;449;MAZARONQUIARI;SI;NACIONAL;;D.N.I.;61;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
3598;30/04/2023;LAMBAYEQUE;CHICLAYO;LA VICTORIA;140106;1685;DIRECCION DE REDES INTEGRADAS DE SALUD LIMA SUR;URBANA;6164;CENTRO MATERNO INFANTIL TABLADA DE LURIN;NO;NACIONAL;;D.N.I.;5;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
3599;30/04/2023;APURÍMAC;GRAU;CURASCO;30714;1499;REGION APURIMAC - RED DE SALUD GRAU;RURAL;7347;CCASANCCA;NO;NACIONAL;;D.N.I.;81;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
3600;30/04/2023;LIMA METROPOLITANA;LIMA;SURQUILLO;150141;860;REGION LAMBAYEQUE - SALUD ;URBANA;7306;LAS FLORES DE LA PRADERA;NO;NACIONAL;;D.N.I.;43;FEMENINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;1;
3601;30/04/2023;LA LIBERTAD;VIRÚ;VIRU;131201;852;REGION LA LIBERTAD - SALUD SANTIAGO DE CHUCO;RURAL;5332;HOSPITAL DE APOYO CESAR VALLEJO MENDOZA;NO;NACIONAL;;D.N.I.;29;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
